PC_TIME,TIME,TIME_TICK,BPOGX,BPOGY,BPOGV
1784418641.7771,495.87549,5365001850,0.39353,0.10691,1
1784418641.7837,495.88211,5365068033,0.39233,0.10000,1
1784418641.7904,495.88882,5365135182,0.38508,0.10636,1
1784418641.7972,495.89563,5365203181,0.38343,0.11103,1
1784418641.8036,495.90201,5365266840,0.38343,0.11103,1
1784418641.8105,495.90897,5365336494,0.38801,0.10960,1
1784418641.8169,495.91537,5365400746,0.38485,0.11228,1
1784418641.8240,495.92242,5365471210,0.38485,0.11228,1
1784418641.8306,495.92899,5365536796,0.38913,0.10796,1
1784418641.8371,495.93549,5365601760,0.38912,0.11249,1
1784418641.8440,495.94238,5365670749,0.38774,0.10476,1
1784418641.8509,495.94931,5365740122,0.38713,0.09607,1
1784418641.8572,495.95560,5365802898,0.38740,0.09050,1
1784418641.8642,495.96265,5365873357,0.38787,0.09498,1
1784418641.8706,495.96899,5365936716,0.41995,0.10073,1
1784418641.8772,495.97565,5366003488,0.44000,0.12203,1
1784418641.8842,495.98267,5366073550,0.44144,0.13492,1
1784418641.8906,495.98907,5366137597,0.47478,0.13346,1
1784418641.8976,495.99603,5366207119,0.47597,0.12896,1
1784418641.9040,496.00247,5366271679,0.47679,0.13689,1
1784418641.9109,496.00937,5366340579,0.47830,0.14806,1
1784418641.9177,496.01614,5366408240,0.48100,0.15240,1
1784418641.9244,496.02280,5366474813,0.48181,0.16044,1
1784418641.9311,496.02954,5366542218,0.48155,0.15557,1
1784418641.9375,496.03595,5366606470,0.48107,0.16934,1
1784418641.9445,496.04288,5366675542,0.48024,0.16137,1
1784418641.9512,496.04965,5366743466,0.47594,0.15170,1
1784418641.9579,496.05630,5366810097,0.47523,0.13939,1
1784418641.9646,496.06305,5366877531,0.47439,0.13139,1
1784418641.9710,496.06943,5366941323,0.47281,0.13200,1
1784418641.9780,496.07642,5367011061,0.47374,0.12025,1
1784418641.9846,496.08304,5367077352,0.47459,0.12834,1
1784418641.9913,496.08975,5367144500,0.48475,0.13750,1
1784418641.9978,496.09625,5367209473,0.48526,0.13945,1
1784418642.0045,496.10294,5367276352,0.48589,0.14344,1
1784418642.0114,496.10986,5367345461,0.47911,0.15632,1
1784418642.0179,496.11633,5367410339,0.47631,0.12959,1
1784418642.0249,496.12335,5367480294,0.47479,0.11758,1
1784418642.0315,496.12994,5367546322,0.47959,0.13578,1
1784418642.0383,496.13675,5367614256,0.48070,0.11299,1
1784418642.0447,496.14313,5367678184,0.48058,0.10874,1
1784418642.0517,496.15009,5367747913,0.48549,0.13108,1
1784418642.0583,496.15674,5367814211,0.48512,0.11658,1
1784418642.0651,496.16348,5367881794,0.48438,0.10867,1
1784418642.0717,496.17014,5367948181,0.48817,0.10233,1
