Timestamp,EventMessage
1784418413.1607084,TARGET_GAME_START
1784418413.1607084,TRIAL_1_TARGET_SPAWN_1632_918
1784418417.1735322,TRIAL_2_TARGET_SPAWN_288_162
1784418421.178369,TRIAL_3_TARGET_SPAWN_288_918
1784418421.9516892,TARGET_GAME_SUCCESS_TARGET_STABILIZED
1784418422.1540973,TARGET_GAME_END
