Timestamp,EventMessage
1789334227.810148,TARGET_GAME_START
1789334227.810148,TRIAL_1_TARGET_SPAWN_1632_918
1789334231.8135796,TRIAL_2_TARGET_SPAWN_1632_162
1789334233.721546,TARGET_GAME_SUCCESS_TARGET_STABILIZED
1789334233.923908,TARGET_GAME_END
