Timestamp,EventMessage
1789335215.7056847,TARGET_GAME_START
1789335215.706686,TRIAL_1_TARGET_SPAWN_1632_918
1789335219.7166877,TRIAL_2_TARGET_SPAWN_288_918
1789335221.8128388,TARGET_GAME_SUCCESS_TARGET_STABILIZED
1789335222.0157495,TARGET_GAME_END
